customerkey,customercode,name,education,occupation
7094,CS18093,Grace Johnson,Partial College,Professional
7095,CS18094,Roy Alonso,Bachelors,Management
7097,CS18096,Ariana Kelly,Bachelors,Management
7098,CS18097,Sydney Stewart,Partial College,Professional
7099,CS18098,Edward Lee,High School,Professional
7100,CS18099,Marcus Edwards,Partial College,Professional
3640,CS14639,Jeremiah Howard,Partial College,Skilled Manual
3643,CS14642,Jeffery Zeng,Partial College,Skilled Manual
3644,CS14643,Eric Simmons,Partial College,Skilled Manual
3645,CS14644,Jennifer Lee,Partial College,Skilled Manual
3646,CS14645,Isaac Kelly,Graduate Degree,Professional
3648,CS14647,Sean Howard,Graduate Degree,Professional
3649,CS14648,Eric Evans,Graduate Degree,Professional
14877,CS25876,Noah King,Partial College,Professional
14878,CS25877,Alyssa Price,Partial College,Professional
14879,CS25878,Brianna Simmons,Bachelors,Management
14881,CS25880,Jackson Kumar,Bachelors,Management
14882,CS25881,Jennifer Clark,Bachelors,Management
14883,CS25882,Edward Roberts,Bachelors,Management
13633,CS24632,Catherine James,Bachelors,Management
13634,CS24633,Xavier Cook,Bachelors,Management
13635,CS24634,Crystal He,Bachelors,Management
13636,CS24635,Gabrielle Rogers,Bachelors,Management
13639,CS24638,Julia Lopez,High School,Professional
7521,CS18520,Rafael Huang,Bachelors,Management
7522,CS18521,Meghan Rowe,Bachelors,Management
13637,CS24636,Anna Ward,Graduate Degree,Management
3647,CS14646,Dylan Garcia,Graduate Degree,Professional
14875,CS25874,Jessica Hall,Bachelors,Management
7096,CS18095,Thomas Campbell,Bachelors,Management
14880,CS25879,Alyssa Wood,Bachelors,Management
13632,CS24631,Hannah Powell,Graduate Degree,Management
7101,CS18100,Kyle Li,Partial College,Professional
18475,CS29474,Jaime Raje,Partial College,Manual
18476,CS29475,Jared Ward,Partial College,Manual
18477,CS29476,Elizabeth Bradley,Partial College,Manual
614,CS11613,Meredith Prasad,Partial College,Clerical
615,CS11614,Katrina Sharma,Partial College,Clerical
1214,CS12213,Alejandro Lal,Graduate Degree,Manual
1219,CS12218,Mitchell Xu,Bachelors,Manual
1224,CS12223,Felicia Vazquez,Graduate Degree,Clerical
1226,CS12225,Kathleen Ortega,Graduate Degree,Clerical
1229,CS12228,Mayra Martinez,Bachelors,Clerical
1230,CS12229,Kari Gomez,Partial College,Manual
1231,CS12230,Wesley Zheng,Partial College,Manual
1233,CS12232,Sean Hernandez,Partial College,Manual
1238,CS12237,Ruth Madan,Partial College,Manual
1239,CS12238,Monica Raman,Bachelors,Clerical
1258,CS12257,Ross Ruiz,Graduate Degree,Clerical
1267,CS12266,Tiffany Lin,Partial College,Manual
1271,CS12270,Ebony Ramos,Graduate Degree,Clerical
1237,CS12236,Kendra Gill,Partial College,Manual
1259,CS12258,Jamie Li,Graduate Degree,Clerical
1227,CS12226,Faith Ward,Bachelors,Clerical
1232,CS12231,Isabelle Patterson,Partial College,Manual
1269,CS12268,Edwin Shan,Graduate Degree,Clerical
15087,CS26086,Sean Cox,Partial College,Professional
15089,CS26088,Ethan Perry,High School,Professional
15093,CS26092,Devin Morgan,Partial High School,Skilled Manual
15094,CS26093,Nicole Washington,High School,Professional
15095,CS26094,Sarah Butler,High School,Professional
15088,CS26087,Ashley Price,High School,Professional
15097,CS26096,Kevin Wright,High School,Professional
14290,CS25289,Amanda Bradley,Bachelors,Management
14291,CS25290,Jackson Mitchell,Bachelors,Management
16220,CS27219,Benjamin Yang,Partial High School,Clerical
16221,CS27220,Jackson Long,Partial High School,Clerical
16222,CS27221,Matthew Jones,Partial High School,Clerical
16223,CS27222,Virginia Sai,Partial High School,Clerical
16225,CS27224,Jessica Griffin,Partial High School,Clerical
16226,CS27225,Isaac Murphy,High School,Skilled Manual
16227,CS27226,Christian Wang,High School,Skilled Manual
16228,CS27227,Emily Bryant,High School,Skilled Manual
16990,CS27989,Joseph Thomas,High School,Professional
16991,CS27990,Katherine Thompson,High School,Professional
16992,CS27991,Natalie Rivera,High School,Professional
16994,CS27993,Hunter Miller,High School,Professional
17017,CS28016,Cody Sanders,Partial High School,Clerical
14188,CS25187,Sydney Scott,Graduate Degree,Management
14191,CS25190,Allison Morris,Graduate Degree,Management
14194,CS25193,Stephanie Howard,High School,Professional
14195,CS25194,Jada Bell,Partial High School,Skilled Manual
14196,CS25195,Alexandra Wilson,Partial High School,Skilled Manual
14199,CS25198,Michelle Ramirez,Partial High School,Skilled Manual
14200,CS25199,Kyle Griffin,Graduate Degree,Management
14201,CS25200,Nathan Williams,Partial College,Professional
14203,CS25202,Jonathan King,Partial College,Professional
14204,CS25203,Caroline Wood,Partial College,Professional
15253,CS26252,Morgan Garcia,Partial College,Clerical
15277,CS26276,Heather Huang,Partial College,Clerical
15287,CS26286,Evan Phillips,Graduate Degree,Skilled Manual
15289,CS26288,Alexandra Russell,Graduate Degree,Skilled Manual
15290,CS26289,Samuel Simmons,Graduate Degree,Skilled Manual
14330,CS25329,Jacquelyn Moreno,Partial College,Clerical
14331,CS25330,Madison Gonzales,Graduate Degree,Skilled Manual
14334,CS25333,Robert Coleman,Graduate Degree,Skilled Manual
14335,CS25334,Marcus Gonzales,Graduate Degree,Skilled Manual
14340,CS25339,Adrian Rivera,Partial College,Clerical
14369,CS25368,Blake Baker,Partial College,Clerical
14370,CS25369,Evan Cox,Partial College,Clerical
14371,CS25370,Erin Bailey,Partial College,Clerical
14373,CS25372,Carrie Torres,Graduate Degree,Skilled Manual
14374,CS25373,Nichole Chande,Graduate Degree,Skilled Manual
14375,CS25374,Ana Powell,Graduate Degree,Skilled Manual
14376,CS25375,Carson Flores,Graduate Degree,Skilled Manual
14378,CS25377,Lauren Anderson,Graduate Degree,Skilled Manual
14202,CS25201,Hunter Gonzalez,Partial College,Professional
14292,CS25291,Marissa Griffin,Bachelors,Management
14367,CS25366,Eduardo Bailey,Partial College,Clerical
14377,CS25376,Alexis Griffin,Graduate Degree,Skilled Manual
16993,CS27992,Dylan Taylor,High School,Professional
17018,CS28017,Christopher Martin,Partial High School,Clerical
14193,CS25192,Janet Gill,High School,Professional
16224,CS27223,Jeremy Wright,Partial High School,Clerical
17015,CS28014,Rachel Robinson,Partial High School,Clerical
14190,CS25189,Aidan Hayes,Graduate Degree,Management
14198,CS25197,Kyle Perry,High School,Professional
14287,CS25286,Zachary Powell,Bachelors,Management
15276,CS26275,Miguel Johnson,Partial College,Clerical
15288,CS26287,Elijah Baker,Graduate Degree,Skilled Manual
3946,CS14945,Samantha Lewis,Partial High School,Manual
3952,CS14951,Katie Rai,Bachelors,Skilled Manual
3953,CS14952,Holly Srini,Bachelors,Skilled Manual
3957,CS14956,Krista Romero,High School,Manual
3968,CS14967,Bridget Xu,Partial College,Clerical
3970,CS14969,Julio Vazquez,Partial College,Clerical
3974,CS14973,Alicia Jai,Partial College,Clerical
3980,CS14979,Rodney Serrano,Partial College,Clerical
3981,CS14980,Michele Garcia,Partial College,Clerical
3991,CS14990,Nelson Ramos,Partial College,Clerical
3997,CS14996,Ross Gill,Partial College,Clerical
3998,CS14997,Angel Cooper,Partial College,Clerical
4001,CS15000,Kelli Zhou,Partial High School,Manual
4002,CS15001,Autumn Lu,Partial High School,Manual
15416,CS26415,Latoya Lal,Partial High School,Skilled Manual
3973,CS14972,Cristina Deng,Partial College,Clerical
15420,CS26419,Geoffrey Suri,High School,Management
3979,CS14978,Jamie Ortega,Partial College,Clerical
15601,CS26600,Michelle Gray,Bachelors,Skilled Manual
15602,CS26601,Kyle Gonzalez,Bachelors,Skilled Manual
15603,CS26602,Noah Yang,Bachelors,Professional
15604,CS26603,Sheila Ruiz,Bachelors,Professional
15606,CS26605,Brandon Foster,Bachelors,Professional
15607,CS26606,Hannah Harris,Graduate Degree,Professional
15608,CS26607,Natalie Powell,Graduate Degree,Professional
15609,CS26608,Aaron Nelson,Graduate Degree,Professional
15610,CS26609,Abigail Kelly,Partial College,Skilled Manual
15611,CS26610,Mary Perez,Partial College,Skilled Manual
15612,CS26611,Kayla Henderson,Partial College,Skilled Manual
15613,CS26612,Janet Romero,High School,Skilled Manual
15615,CS26614,Richard Robinson,High School,Skilled Manual
15617,CS26616,Colin Goel,Bachelors,Professional
15618,CS26617,Isaiah Peterson,Partial College,Skilled Manual
15597,CS26596,Antonio Hayes,Bachelors,Skilled Manual
15598,CS26597,Madison Lewis,Bachelors,Skilled Manual
15599,CS26598,Charles Adams,Bachelors,Skilled Manual
817,CS11816,Joe Torres,Graduate Degree,Professional
818,CS11817,Morgan Miller,Graduate Degree,Professional
819,CS11818,Daniel Garcia,Graduate Degree,Professional
820,CS11819,Jose Lal,Bachelors,Skilled Manual
822,CS11821,Austin Johnson,Graduate Degree,Professional
823,CS11822,Rohinton Wadia,Graduate Degree,Professional
16073,CS27072,Alex Baker,Graduate Degree,Skilled Manual
16074,CS27073,Sydney Sanders,Graduate Degree,Skilled Manual
16075,CS27074,Kristi Sanchez,Graduate Degree,Skilled Manual
16077,CS27076,Dakota Russell,Graduate Degree,Skilled Manual
16078,CS27077,Robert Henderson,Graduate Degree,Skilled Manual
16079,CS27078,Chloe Scott,Bachelors,Skilled Manual
16080,CS27079,Natalie Lewis,Bachelors,Skilled Manual
816,CS11815,Hannah Patterson,Graduate Degree,Professional
15600,CS26599,Allison Reed,Bachelors,Skilled Manual
15614,CS26613,Priscilla Lal,High School,Skilled Manual
16071,CS27070,Nathan Davis,Graduate Degree,Skilled Manual
15605,CS26604,Elizabeth West,Bachelors,Professional
15619,CS26618,Amanda Morris,Partial College,Skilled Manual
9834,CS20833,Douglas Sai,Partial College,Manual
9836,CS20835,Ruben Gutierrez,Partial College,Manual
9837,CS20836,Stanley Chandra,Partial College,Manual
9842,CS20841,Jésus Alonso,Graduate Degree,Clerical
15714,CS26713,Stephanie Edwards,Partial High School,Skilled Manual
15715,CS26714,Angela Long,Partial High School,Skilled Manual
15716,CS26715,Gabriella Bell,Partial High School,Skilled Manual
15718,CS26717,David Simpson,Partial College,Professional
15719,CS26718,Richard Flores,Graduate Degree,Management
15720,CS26719,Tamara Li,Partial College,Professional
15722,CS26721,Paula Jimenez,Partial College,Professional
15725,CS26724,Sydney Edwards,Partial High School,Skilled Manual
15726,CS26725,Alexis Smith,Partial High School,Skilled Manual
15728,CS26727,Jose Clark,High School,Professional
15729,CS26728,Elijah Roberts,Graduate Degree,Management
15730,CS26729,Brian Gray,Graduate Degree,Management
15733,CS26732,Martin Rienstra,Partial College,Professional
15734,CS26733,Benjamin Smith,Partial College,Professional
15735,CS26734,Morgan Powell,Partial College,Professional
15736,CS26735,Grace White,Partial College,Professional
11088,CS22087,Joan Coleman,High School,Professional
11089,CS22088,Hannah Diaz,Bachelors,Management
11090,CS22089,Mason Gray,Bachelors,Management
11104,CS22103,Alexandra Hernandez,Partial College,Professional
11105,CS22104,Richard Adams,Partial College,Professional
11107,CS22106,Olivia Long,Partial College,Professional
11216,CS22215,Samuel Lal,Graduate Degree,Management
11217,CS22216,Marcus Howard,Bachelors,Management
11719,CS22718,Zachary Simmons,Bachelors,Management
928,CS11927,Nicole Murphy,Partial College,Skilled Manual
929,CS11928,Isabella Morris,Partial College,Skilled Manual
933,CS11932,Elizabeth Coleman,Partial College,Skilled Manual
934,CS11933,Mathew Rubio,Partial High School,Clerical
935,CS11934,Justin Shan,Partial High School,Clerical
939,CS11938,Seth Alexander,Partial College,Skilled Manual
940,CS11939,Kevin Washington,Partial College,Skilled Manual
942,CS11941,Adam Roberts,Partial College,Skilled Manual
15727,CS26726,Danielle Rivera,Partial High School,Skilled Manual
932,CS11931,Marcus Adams,Partial College,Skilled Manual
941,CS11940,Tyler Miller,Bachelors,Management
15732,CS26731,Ethan Clark,Partial College,Professional
15721,CS26720,Seth Watson,Partial College,Professional
11106,CS22105,Taylor Cooper,High School,Professional
431,CS11430,Casey Yuan,High School,Professional
436,CS11435,Robin Romero,Partial College,Management
482,CS11481,Erica Hu,Bachelors,Skilled Manual
485,CS11484,Erick Sai,Partial College,Clerical
15810,CS26809,Julia Morgan,Bachelors,Skilled Manual
15812,CS26811,Rachael Sanchez,Bachelors,Skilled Manual
15813,CS26812,James Hernandez,Bachelors,Skilled Manual
15815,CS26814,Alex Hernandez,Graduate Degree,Professional
15816,CS26815,Erin Cox,Graduate Degree,Professional
16012,CS27011,Kevin Powell,Partial College,Clerical
16013,CS27012,Anne Jiménez,Partial College,Clerical
1413,CS12412,Mackenzie Wright,Graduate Degree,Skilled Manual
1414,CS12413,James Gonzales,Graduate Degree,Skilled Manual
1415,CS12414,Ethan Lal,Graduate Degree,Skilled Manual
1416,CS12415,Brianna Richardson,Graduate Degree,Skilled Manual
1418,CS12417,Alexis Bryant,Graduate Degree,Skilled Manual
1427,CS12426,Cody Cox,Partial College,Clerical
1428,CS12427,Kimberly Stewart,Partial College,Clerical
1429,CS12428,Sean Morris,Partial College,Clerical
16670,CS27669,Katelyn Allen,Graduate Degree,Management
16671,CS27670,Kayla Long,Graduate Degree,Management
16011,CS27010,Jordyn Patterson,Partial College,Clerical
16672,CS27671,Jeremiah Martinez,Graduate Degree,Management
1412,CS12411,Kevin Alexander,Partial College,Clerical
15814,CS26813,Xavier Diaz,Bachelors,Skilled Manual
1417,CS12416,Veronica Martinez,Graduate Degree,Skilled Manual
6001,CS17000,Miranda Henderson,Bachelors,Skilled Manual
6002,CS17001,Ashley Moore,Bachelors,Skilled Manual
6012,CS17011,Sara Hill,Graduate Degree,Professional
6013,CS17012,Joan Collins,Graduate Degree,Professional
6014,CS17013,Gabriella Mitchell,Bachelors,Professional
6016,CS17015,Kelly Patterson,Bachelors,Professional
6017,CS17016,Hailey Hughes,Bachelors,Professional
6018,CS17017,Jeremiah Jones,Partial College,Skilled Manual
6019,CS17018,Mandy Guo,High School,Skilled Manual
6021,CS17020,Ashley Bryant,High School,Skilled Manual
6022,CS17021,Nicole Reed,Partial College,Skilled Manual
6023,CS17022,Karen Morgan,Partial College,Skilled Manual
6029,CS17028,Grace Richardson,Partial College,Skilled Manual
6031,CS17030,Emily Russell,Partial College,Skilled Manual
17193,CS28192,Abigail Sanchez,Graduate Degree,Professional
17195,CS28194,Lydia Garcia,Graduate Degree,Professional
17197,CS28196,Timothy Cox,Partial College,Skilled Manual
4417,CS15416,Edward Barnes,Graduate Degree,Management
4418,CS15417,Alvin Lu,Graduate Degree,Management
4420,CS15419,Carlos Baker,Bachelors,Management
4422,CS15421,Cameron Clark,Bachelors,Management
4423,CS15422,Kelly Griffin,High School,Skilled Manual
4424,CS15423,Jack Long,High School,Skilled Manual
4428,CS15427,Jade Murphy,Partial College,Skilled Manual
4429,CS15428,Richard Howard,Partial College,Skilled Manual
17228,CS28227,Caleb Wang,Partial High School,Skilled Manual
17229,CS28228,Gloria Reed,Partial High School,Skilled Manual
17231,CS28230,Stephanie Morgan,Partial High School,Skilled Manual
17232,CS28231,James Powell,Partial High School,Skilled Manual
16081,CS27080,Nathan Campbell,Bachelors,Skilled Manual
17251,CS28250,Tyrone Dominguez,Partial College,Professional
17252,CS28251,Joe Rubio,Partial College,Professional
17256,CS28255,Robert Clark,Partial College,Professional
17257,CS28256,Colin Beck,Partial College,Professional
17258,CS28257,Zachary Martin,Partial College,Professional
17263,CS28262,Destiny Diaz,Partial College,Professional
17264,CS28263,Jonathan Lee,Partial College,Professional
17233,CS28232,Gavin Russell,Partial College,Professional
17235,CS28234,Jack Nelson,Partial College,Professional
17242,CS28241,Charles King,Partial College,Professional
17247,CS28246,Alexa Gray,Partial College,Professional
17248,CS28247,Jonathan Adams,Partial College,Professional
6025,CS17024,Jacqueline Diaz,Partial College,Skilled Manual
17194,CS28193,Taylor Davis,Graduate Degree,Professional
6000,CS16999,Chloe Kelly,Bachelors,Skilled Manual
6015,CS17014,Michael Harris,Bachelors,Professional
6030,CS17029,Suzanne Xu,Partial College,Skilled Manual
17230,CS28229,Samantha Wilson,Partial High School,Skilled Manual
4421,CS15420,Nathan Hernandez,Bachelors,Management
17234,CS28233,Patrick Richardson,Partial College,Professional
6020,CS17019,Andrea Hall,High School,Skilled Manual
17241,CS28240,Eduardo Clark,Partial College,Professional
13691,CS24690,Christian Long,Partial High School,Manual
13692,CS24691,Meredith Carlson,Partial High School,Manual
13695,CS24694,Theodore Carlson,High School,Manual
13697,CS24696,Tasha Xie,High School,Manual
13699,CS24698,Blake Carter,High School,Manual
13705,CS24704,Allen Schmidt,Partial High School,Manual
16802,CS27801,Kaitlyn Cooper,Partial College,Clerical
13693,CS24692,Laura He,Partial High School,Manual
13707,CS24706,Virginia Rana,High School,Manual
16793,CS27792,Jacquelyn Alonso,High School,Manual
16267,CS27266,Riley Gonzales,Bachelors,Skilled Manual
16270,CS27269,Victoria Lee,Graduate Degree,Professional
2247,CS13246,Hailey Perez,High School,Professional
2248,CS13247,Zachary Chen,High School,Professional
2249,CS13248,Isabella Martinez,High School,Professional
2267,CS13266,Samuel Wang,Partial College,Professional
2270,CS13269,Rachel Martin,Graduate Degree,Management
2237,CS13236,Robert Wang,Partial College,Professional
2239,CS13238,John Williams,Bachelors,Management
2241,CS13240,Blake Foster,Bachelors,Management
2244,CS13243,Alyssa Davis,High School,Professional
2245,CS13244,Jose Sharma,High School,Professional
2246,CS13245,Angel Scott,Partial College,Professional
2238,CS13237,Devin Stewart,Bachelors,Management
2243,CS13242,Kyle Yang,Partial College,Professional
16269,CS27268,Latasha Serrano,Bachelors,Skilled Manual
2251,CS13250,Jordan King,Partial College,Professional
6367,CS17366,Devin Harris,Bachelors,Management
6368,CS17367,Trinity Cooper,Bachelors,Management
6369,CS17368,Alisha Xie,Partial College,Skilled Manual
6377,CS17376,Jaclyn She,Partial College,Skilled Manual
6378,CS17377,Isabel Wood,Partial College,Skilled Manual
6380,CS17379,Alexandra Morgan,Partial College,Skilled Manual
6381,CS17380,Nathan Adams,Partial College,Skilled Manual
6383,CS17382,Blake Allen,Graduate Degree,Skilled Manual
6384,CS17383,Craig Ortega,Graduate Degree,Skilled Manual
6385,CS17384,Raymond Prasad,Graduate Degree,Skilled Manual
6415,CS17414,Nicholas Garcia,Partial College,Professional
17874,CS28873,Roger Deng,Partial College,Professional
17875,CS28874,Alexa Brooks,Partial College,Professional
17966,CS28965,Trinity Morris,High School,Professional
17967,CS28966,Martha Li,High School,Professional
17971,CS28970,Danielle Peterson,Graduate Degree,Management
17973,CS28972,Taylor Bennett,Graduate Degree,Management
17974,CS28973,Bryan Cooper,Graduate Degree,Management
17975,CS28974,Kelly Hayes,Graduate Degree,Management
4545,CS15544,Thomas Brown,Partial College,Skilled Manual
4547,CS15546,Robert Jenkins,High School,Skilled Manual
4548,CS15547,Cassidy Wood,Partial College,Skilled Manual
4549,CS15548,Morgan Brooks,High School,Skilled Manual
4552,CS15551,Kaylee Gray,Partial College,Skilled Manual
4553,CS15552,Tyler Lewis,Partial College,Skilled Manual
4554,CS15553,Ivan Lopez,Graduate Degree,Professional
16297,CS27296,Rodrigo Ready,Graduate Degree,Professional
16302,CS27301,Clarence Zhou,Partial College,Professional
16382,CS27381,Miguel Sanz,High School,Professional
16383,CS27382,Kaitlin Chapman,Graduate Degree,Management
17976,CS28975,Walter Gill,High School,Professional
18001,CS29000,Nathan Baker,Bachelors,Management
18003,CS29002,Hannah Walker,Partial College,Professional
18004,CS29003,Veronica Perez,Partial College,Professional
18005,CS29004,Andrew Thomas,Bachelors,Management
18008,CS29007,Elijah Perry,Partial College,Professional
18009,CS29008,Andres Luo,Bachelors,Management
2352,CS13351,Mariah Cox,Bachelors,Management
2353,CS13352,Joseph Davis,Bachelors,Management
2355,CS13354,Eric Campbell,Bachelors,Management
2356,CS13355,Jackson Jai,Bachelors,Management
2357,CS13356,Stefanie Prasad,Bachelors,Management
2358,CS13357,Blake Gonzales,Bachelors,Management
2360,CS13359,Ian Wood,Bachelors,Management
2361,CS13360,Jada Cook,Bachelors,Management
2362,CS13361,Cameron Jai,Bachelors,Management
2363,CS13362,Destiny Morgan,Bachelors,Management
2365,CS13364,Natalie Anderson,Bachelors,Management
2366,CS13365,Luke Shan,Bachelors,Management
2368,CS13367,Savannah Edwards,Bachelors,Management
2343,CS13342,Brandon Jackson,Bachelors,Management
2354,CS13353,Jordyn Coleman,Graduate Degree,Management
17972,CS28971,Jason Shan,Graduate Degree,Management
2369,CS13368,Kyle Henderson,Bachelors,Management
4546,CS15545,Jennifer Rivera,High School,Skilled Manual
6379,CS17378,Zachary Foster,Partial College,Skilled Manual
6387,CS17386,Alexandra Scott,Graduate Degree,Skilled Manual
4551,CS15550,Orlando Alonso,Partial College,Skilled Manual
16296,CS27295,Wyatt Taylor,Graduate Degree,Professional
16380,CS27379,Isabel Ross,High School,Professional
2364,CS13363,Sydney Allen,Bachelors,Management
18007,CS29006,Christian Kumar,Partial College,Professional
16140,CS27139,Jon Liu,Partial College,Manual
16155,CS27154,Holly Arun,Partial College,Clerical
16158,CS27157,Raul Xu,Partial High School,Manual
16161,CS27160,Brandi Vazquez,High School,Manual
16170,CS27169,Louis Xu,High School,Manual
16174,CS27173,Suzanne Ye,Partial High School,Manual
16177,CS27176,Erik Martin,Partial High School,Manual
16181,CS27180,Joe Diaz,High School,Manual
16766,CS27765,Jerry Tang,Partial College,Manual
16767,CS27766,Joel Vance,Partial College,Manual
16768,CS27767,Brandy Arun,Partial College,Manual
16771,CS27770,Autumn Zhao,Bachelors,Clerical
16173,CS27172,Jessie Navarro,Partial High School,Manual
16162,CS27161,Reginald Gill,High School,Manual
16179,CS27178,Terrance Mehta,Partial High School,Manual
17002,CS28001,Sydney Rodriguez,Graduate Degree,Management
17003,CS28002,Christy Kumar,Graduate Degree,Management
17004,CS28003,Julia Sanchez,Graduate Degree,Management
17005,CS28004,Andrea Edwards,Bachelors,Management
17007,CS28006,Seth Torres,Bachelors,Management
17008,CS28007,Clayton Ye,Bachelors,Management
17009,CS28008,Jada Baker,Bachelors,Management
17010,CS28009,Arianna Washington,Bachelors,Management
6668,CS17667,Jaime Rai,Partial College,Clerical
6674,CS17673,Amber Scott,Partial College,Clerical
6678,CS17677,Lawrence Hernandez,Partial College,Clerical
6679,CS17678,Julio Blanco,Partial College,Clerical
6680,CS17679,Joe Mehta,Partial College,Clerical
6682,CS17681,Robert Carter,Partial College,Clerical
6683,CS17682,Anna Ramirez,Graduate Degree,Skilled Manual
6684,CS17683,Jenna Evans,Graduate Degree,Skilled Manual
6685,CS17684,Leslie Gomez,Graduate Degree,Skilled Manual
6688,CS17687,Miguel Turner,Graduate Degree,Skilled Manual
6689,CS17688,Pedro Subram,Graduate Degree,Skilled Manual
6690,CS17689,Mary Young,Graduate Degree,Skilled Manual
6693,CS17692,Emily Smith,Graduate Degree,Skilled Manual
6694,CS17693,Justin Jenkins,Graduate Degree,Skilled Manual
6695,CS17694,Joan Carter,Graduate Degree,Skilled Manual
17006,CS28005,Amber Young,Graduate Degree,Management
6663,CS17662,Jose Washington,Partial College,Clerical
6691,CS17690,Jenna Gonzalez,Graduate Degree,Skilled Manual
17011,CS28010,Justin Long,Bachelors,Management
6667,CS17666,Steven Torres,Partial College,Clerical
6686,CS17685,Diana Torres,Graduate Degree,Skilled Manual
17250,CS28249,Julia Carter,Partial College,Professional
180,CS11179,Molly Rodriguez,Graduate Degree,Management
181,CS11180,April Anand,Bachelors,Management
284,CS11283,Arturo Lal,Bachelors,Management
286,CS11285,Jeremy Anderson,Partial College,Professional
287,CS11286,Hunter Griffin,Graduate Degree,Management
289,CS11288,Cindy Sanchez,Bachelors,Management
290,CS11289,Maria Carter,Bachelors,Management
291,CS11290,Katelyn Sanchez,Bachelors,Management
292,CS11291,Jenna Wright,Bachelors,Management
306,CS11305,Sean Evans,Partial College,Professional
307,CS11306,Micah Zhou,Partial College,Professional
324,CS11323,Jose Patterson,Graduate Degree,Management
327,CS11326,Rafael Xie,Bachelors,Management
979,CS11978,Jackson Washington,Graduate Degree,Management
1052,CS12051,Isaiah Scott,Bachelors,Management
1053,CS12052,Makayla Ward,Bachelors,Management
1054,CS12053,Cedric Gao,Graduate Degree,Management
1058,CS12057,Madeline Collins,Graduate Degree,Management
1059,CS12058,Chloe Nelson,Bachelors,Management
182,CS11181,Devin Martin,Graduate Degree,Management
285,CS11284,Theresa Serrano,Bachelors,Management
293,CS11292,Seth Phillips,Partial College,Professional
1051,CS12050,Aaron Young,Graduate Degree,Management
7924,CS18923,Cassandra Kapoor,Partial College,Professional
7935,CS18934,Jeremiah Moore,Partial College,Professional
7938,CS18937,Ian Reed,Partial High School,Skilled Manual
7940,CS18939,Hunter McDonald,Partial High School,Skilled Manual
7941,CS18940,Seth Bell,Partial High School,Skilled Manual
7942,CS18941,Philip Torres,Partial College,Professional
7943,CS18942,Billy Ortega,Partial College,Professional
7946,CS18945,Marcus Cox,High School,Professional
7947,CS18946,Brandon Simmons,High School,Professional
7948,CS18947,Devin Bryant,Partial College,Professional
7950,CS18949,Jackson Hall,Graduate Degree,Management
7953,CS18952,Chloe Hernandez,Bachelors,Management
7956,CS18955,Justin Jones,High School,Skilled Manual
7957,CS18956,Sara Howard,Bachelors,Professional
7958,CS18957,Mackenzie Lopez,Bachelors,Professional
7959,CS18958,Natalie Sanchez,Bachelors,Professional
7961,CS18960,Marcus Johnson,Bachelors,Professional
7963,CS18962,Seth Parker,Partial College,Skilled Manual
7964,CS18963,Amber Collins,Partial College,Skilled Manual
7966,CS18965,Richard Turner,High School,Skilled Manual
7977,CS18976,Garrett Howard,High School,Professional
7980,CS18979,Noah Taylor,High School,Professional
7981,CS18980,Sophia Hernandez,High School,Professional
7982,CS18981,Savannah Watson,Bachelors,Management
7984,CS18983,Destiny Price,High School,Professional
7985,CS18984,Shelby Rivera,Bachelors,Management
2032,CS13031,Hunter Shan,Partial College,Skilled Manual
2033,CS13032,Kevin Baker,Partial College,Skilled Manual
4431,CS15430,Alfredo Jiménez,Partial College,Skilled Manual
4432,CS15431,John Jackson,Partial College,Skilled Manual
4434,CS15433,Adam Sharma,Partial College,Skilled Manual
4467,CS15466,Elijah Perez,Bachelors,Skilled Manual
4468,CS15467,Caleb Shan,Bachelors,Skilled Manual
4470,CS15469,Fernando Williams,Graduate Degree,Professional
4471,CS15470,Hailey Lopez,Graduate Degree,Professional
4472,CS15471,Destiny White,Bachelors,Skilled Manual
4473,CS15472,Jennifer Torres,Bachelors,Skilled Manual
4412,CS15411,Jay Chandra,Graduate Degree,Management
4474,CS15473,Abigail Jenkins,Bachelors,Skilled Manual
7925,CS18924,Rachel Williams,Partial College,Professional
7944,CS18943,Kaitlyn Hall,Partial College,Professional
7983,CS18982,Kyle Baker,High School,Professional
7949,CS18948,Sydney Bailey,Partial College,Professional
7965,CS18964,Thomas Gonzalez,High School,Skilled Manual
4433,CS15432,Alvin Kumar,Partial College,Skilled Manual
7939,CS18938,Lucas Lopez,Partial High School,Skilled Manual
7978,CS18977,Jackson Wang,High School,Professional
4430,CS15429,Aaron Li,Partial College,Skilled Manual
8451,CS19450,Keith Lal,Bachelors,Clerical
8452,CS19451,Pedro Sara,Partial High School,Manual
8483,CS19482,Andy Ortega,Partial College,Clerical
8497,CS19496,Edgar Subram,Partial College,Clerical
8510,CS19509,Nancy Suri,Partial College,Clerical
8450,CS19449,Nuan Yuan,High School,Manual
8502,CS19501,Allison Edwards,Partial College,Clerical
8457,CS19456,Jesse Perez,High School,Manual
10044,CS21043,Johnathan McDonald,High School,Manual
10052,CS21051,Sabrina Alonso,Bachelors,Clerical
10074,CS21073,Catherine Kelly,High School,Manual
10076,CS21075,Manuel Rana,Bachelors,Skilled Manual
10077,CS21076,Terrence Nath,Partial High School,Manual
10048,CS21047,Sheena Andersen,Partial College,Manual
10053,CS21052,Sheena Xu,Bachelors,Clerical
10043,CS21042,Jon Liang,Partial College,Manual
